product_name,recommended_product,score
Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,Organic Strawberries,0.027472112789737803
Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,Bag of Organic Bananas,0.022821773229381923
Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,Organic Whipping Cream,0.0
Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,Organic White Basmati Rice,0.0
Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,Organic White Bread,0.0
Banana,Enjoy Yourself Cappuccino Organic Protein Shake,0.0917662935482247
Banana,Wholesome Breakfast Blueberry Banana,0.0917662935482247
Banana,Organic Cashew Carrot Ginger Soup,0.0917662935482247
Banana,2% Milkfat Greek Yogurt Key Lime Blended,0.0917662935482247
Banana,Original 7 Grain Crackers,0.064888568452305
Banana,Organic Stage 2 Pear Apricot Barley Baby Food,0.064888568452305
Banana,"Uncured, No Sugar, Hickory Smoked Bacon",0.056195148694901643
Banana,The Original Worcestershire Sauce,0.05298129428260175
Banana,Frozen Goo-Berry Pie Kefir,0.05298129428260175
Banana,Classic Potato Salad,0.04588314677411235
Organic Kiwi,Premium Epsom Salt,0.17025130615174974
Organic Kiwi,Soup Lentil,0.14744195615489714
Organic Kiwi,Chard Basil Apple Romaine Celery Cucumber Collards Lemon,0.14744195615489714
Organic Kiwi,Organic Short Brown Sprouted Rice,0.14744195615489714
Organic Kiwi,100% Natural Diced Fire Roasted Tomatoes,0.14744195615489714
Organic Kiwi,Original Fat Free Liquid Creamer,0.14744195615489714
Organic Kiwi,Organic Lime Bag,0.14744195615489714
Organic Kiwi,Organic V 100% Juice,0.14744195615489714
Organic Kiwi,Fancy Feast Wet Classic Chicken Feast Cat Food,0.14744195615489714
Organic Kiwi,Organic Royal Rainbow Quinoa,0.10425720702853737
White Sliced Mushrooms,Diced Fire Roasted W/Garlic Tomatoes,0.6324555320336759
White Sliced Mushrooms,Honey Maid Graham Crackers,0.22360679774997896
White Sliced Mushrooms,Organic Broccoli Crown,0.22360679774997896
White Sliced Mushrooms,Diet Soda,0.1825741858350554
White Sliced Mushrooms,Mixed Vegetables,0.15811388300841897
White Sliced Mushrooms,Yellow Straightneck Squash,0.11952286093343936
White Sliced Mushrooms,Organic Quick Oats,0.1
White Sliced Mushrooms,Bunched Cilantro,0.08856148855400953
White Sliced Mushrooms,Cherubs Heavenly Salad Tomatoes,0.062017367294604234
White Sliced Mushrooms,Sparkling Lemon Water,0.057735026918962574
Organic Caesar Complete Salad Kit,0 Calorie Fuji Apple Pear Water Beverage,0.0
Organic Caesar Complete Salad Kit,Organic White Bread,0.0
Organic Caesar Complete Salad Kit,Organic Watercress,0.0
Organic Caesar Complete Salad Kit,Organic Wheat Square Crackers,0.0
Organic Caesar Complete Salad Kit,Organic Wheat-Free & Gluten-Free Original Crackers,0.0
Organic Caesar Complete Salad Kit,Organic Whipped Naturally Buttery Spread,0.0
Organic Caesar Complete Salad Kit,Organic Whipping Cream,0.0
Organic Caesar Complete Salad Kit,Organic White Basmati Rice,0.0
Organic Caesar Complete Salad Kit,Organic White Bread Done Right,0.0
Organic Caesar Complete Salad Kit,Organic Vitality Snack Wild Raspberry,0.0
Organic Strawberries,Organic Country Style Barbeque Potato Chips,0.18428853505018536
Organic Strawberries,Cheddar Puffs,0.08687444855261386
Organic Strawberries,Parmesan Garlic Pita Chips,0.07093269021319087
Organic Strawberries,Sausage Buns,0.07093269021319087
Organic Strawberries,Yotoddler Organic Pear Spinach Mango Yogurt,0.07093269021319087
Organic Strawberries,Original Almond Butter,0.06142951168339512
Organic Strawberries,Ancient Grains Apricot Blended Low-Fat Greek Yogurt,0.06142951168339512
Organic Strawberries,Organic Apple Sauce + Fruit & Veggie Carroty Chop Mashups,0.06142951168339512
Organic Strawberries,Whole Grain Blends Chicken & Herb,0.06142951168339512
Organic Strawberries,Chia Pod Blueberry Yogurt,0.06142951168339512
Bartlett Pears,Shells No 50 Pasta,0.15617376188860607
Bartlett Pears,Classic Fajita Skillet Sauce with Chipotle and Lime,0.15617376188860607
Bartlett Pears,Mayonnaise Dressing with Olive Oil,0.15617376188860607
Bartlett Pears,Sliced Swiss Cheese,0.15617376188860607
Bartlett Pears,Dark Chocolate Nuts & Sea Salt Bars,0.11043152607484653
Bartlett Pears,Dried Mangos,0.11043152607484653
Bartlett Pears,Organic Italian Dressing,0.11043152607484653
Bartlett Pears,Peaches in Strawberry Gel,0.11043152607484653
Bartlett Pears,Green Peas No Salt Added,0.09016696346674324
Bartlett Pears,Honey Bunny Grahams,0.09016696346674324
Organic Broccoli,Organic Rosemary Diamante,0.14744195615489714
Organic Broccoli,100% Pure Organic Maple Syrup Grade A,0.14744195615489714
Organic Broccoli,Tuna & Crab Meat Entree in Gravy Cat Food,0.14744195615489714
Organic Broccoli,White Cheddar Jalapeno Gourmet Popcorn,0.14744195615489714
Organic Broccoli,Parchment Baking Paper,0.14744195615489714
Organic Broccoli,100% Whole Grain Bread,0.14744195615489714
Organic Broccoli,Peas,0.14744195615489714
Organic Broccoli,Crunchy Gherkins,0.14744195615489714
Organic Broccoli,Organic Sweet Potato Spirals,0.14744195615489714
Organic Broccoli,Mixed Grapes,0.12038585308576923
Organic Hass Avocado,Vanilla Frozen Yogurt,0.10314212462587934
Organic Hass Avocado,Pineapple Coconut Water,0.10314212462587934
Organic Hass Avocado,Fruit & Nut Bar Blueberry Vanilla & Cashew,0.0842151921066519
Organic Hass Avocado,All Natural Honey Almond Butter,0.07293249574894728
Organic Hass Avocado,Organic Poppy Seed,0.07293249574894728
Organic Hass Avocado,Organic Short Brown Sprouted Rice,0.07293249574894728
Organic Hass Avocado,Crunchy Seven Nut & Seed Butter,0.07293249574894728
Organic Hass Avocado,"Ravioli, Spinach & Cheese",0.07293249574894728
Organic Hass Avocado,Buttermilk Biscuits,0.07293249574894728
Organic Hass Avocado,Maple Quinoa Cluster With Chia Seeds,0.07293249574894728
Organic D'Anjou Pears,Raw Cacao Powder,0.15249857033260467
Organic D'Anjou Pears,Dark Almond Organic Chocolate,0.15249857033260467
Organic D'Anjou Pears,"Coconut Bliss Frozen Dessert, Dark Chocolate",0.15249857033260467
Organic D'Anjou Pears,Sesame Street Mini Cheese Ravioli,0.15249857033260467
Organic D'Anjou Pears,Organic Red Beet & Spinach Ravioli,0.15249857033260467
Organic D'Anjou Pears,Five Star Chocolate Bar Caramel,0.15249857033260467
Organic D'Anjou Pears,Soft & Chewy Sour Then Sweet Watermelon Candy,0.15249857033260467
Organic D'Anjou Pears,Chopped Kale,0.10783277320343841
Organic D'Anjou Pears,"Kettle Chips, Avocado Oil, Sea Salt",0.10783277320343841
Organic D'Anjou Pears,Coffee,0.10783277320343841
American Blend Salad,Beef Chuck Roast,0.7071067811865475
American Blend Salad,Fanta Orange Soda,0.7071067811865475
American Blend Salad,Fully Cooked Turkey Sausage Links,0.4999999999999999
American Blend Salad,Beef Flavor Ramen Noodle Soup,0.35355339059327373
American Blend Salad,Organic Watercress,0.0
American Blend Salad,Organic Wheat Square Crackers,0.0
American Blend Salad,Organic Wheat-Free & Gluten-Free Original Crackers,0.0
American Blend Salad,Organic Whipped Naturally Buttery Spread,0.0
American Blend Salad,Organic Whipping Cream,0.0
American Blend Salad,Organic White Basmati Rice,0.0
Organic Red Chard Greens,Clean Day Fabric Softener Lavender Scent,0.22360679774997896
Organic Red Chard Greens,Triple Creme Goat Brie,0.22360679774997896
Organic Red Chard Greens,Bolani Spinach Filled Flatbread,0.1825741858350554
Organic Red Chard Greens,Cherry Garcia Ice Cream,0.12909944487358058
Organic Red Chard Greens,Apple Cider Vinegar,0.08451542547285167
Organic Red Chard Greens,Organic Extra Large Grade AA Brown Eggs,0.0816496580927726
Organic Red Chard Greens,Organic Plain Whole Milk Yogurt,0.074535599249993
Organic Red Chard Greens,Organic Large Brown Grade AA Cage Free Eggs,0.057735026918962574
Organic Red Chard Greens,Italian Sparkling Mineral Water,0.055048188256318034
Organic Red Chard Greens,Broccoli Crown,0.05
Vine Ripe Tomatoes,Beef Consommé Condensed Soup,0.2773500981126146
Vine Ripe Tomatoes,Ultra Thin Slices Swiss Cheese,0.19611613513818402
Vine Ripe Tomatoes,Honey Maid Fresh Stack Honey Grahams,0.19611613513818402
Vine Ripe Tomatoes,Condensed Cream of Chicken Soup,0.19611613513818402
Vine Ripe Tomatoes,Snacks String Cheese Natural Mozzarella Cheese,0.16012815380508716
Vine Ripe Tomatoes,Hearty Grains 100% Whole Wheat English Muffins,0.16012815380508716
Vine Ripe Tomatoes,Extra Virgin Olive Oil Rich Taste,0.09805806756909201
Vine Ripe Tomatoes,Gold Potato,0.09245003270420485
Vine Ripe Tomatoes,Chicken Broth,0.08770580193070293
Vine Ripe Tomatoes,Organic Low Sodium Chicken Broth,0.06933752452815364
Organic Baby Spinach,Gluten Free Chocolate Chip Cookies,0.0839550960322227
Organic Baby Spinach,Santa Fe Barbecue Rice Chips MWO Rice Chips,0.07664016652393475
Organic Baby Spinach,Unsweetened Whole Milk Strawberry Yogurt,0.07664016652393475
Organic Baby Spinach,Limited Moka Coaster Coffee Cocoa Brew,0.0663723311599972
Organic Baby Spinach,100% Organic Rainbow Heirloom Quinoa,0.0663723311599972
Organic Baby Spinach,Authentic Chinese Noodles,0.0663723311599972
Organic Baby Spinach,"Culinary Stock, Beef Style",0.0663723311599972
Organic Baby Spinach,Chocolate Chip Vanilla Bean Cookie with Tahitian Vanilla Bean Ice Cream,0.0663723311599972
Organic Baby Spinach,Organic Large Grade AA Eggs,0.0663723311599972
Organic Baby Spinach,Cuties Dairy Free Mint Chocolate Chip Frozen Dessert Sandwiches,0.0663723311599972
Organic Bartlett Pear,Organic Peach Icelandic Nonfat Yogurt,0.16666666666666666
Organic Bartlett Pear,Mexican Papaya,0.16666666666666666
Organic Bartlett Pear,Organic Golden Ginger Ale Soda,0.16666666666666666
Organic Bartlett Pear,Real Coconut Water,0.16666666666666666
Organic Bartlett Pear,Organic Coconut Granola MacroBar,0.16666666666666666
Organic Bartlett Pear,Vanilla Yogurt,0.16666666666666666
Organic Bartlett Pear,Mack's Flax Sprouted Whole Grain Bread,0.16666666666666666
Organic Bartlett Pear,Fresh Rocket Pesto Sauce,0.16666666666666666
Organic Bartlett Pear,Organic Russet Potato Bag,0.1178511301977579
Organic Bartlett Pear,Blueberry Fig Teething Wafers,0.1178511301977579
Fresh Cauliflower,Pepperjack Style Shreds,0.11180339887498948
Fresh Cauliflower,Organic Sea Salt 70% Dark Chocolate,0.11180339887498948
Fresh Cauliflower,Organic Pecans,0.11180339887498948
Fresh Cauliflower,Oatmeal Variety Pack,0.11180339887498948
Fresh Cauliflower,Turkish Coffee Fine Ice Cream,0.11180339887498948
Fresh Cauliflower,Lentil Rice,0.11180339887498948
Fresh Cauliflower,PlusShot Strawberry Probiotic Juice Drink,0.11180339887498948
Fresh Cauliflower,Organic Ground Black Pepper,0.11180339887498948
Fresh Cauliflower,Dark Almond Organic Chocolate,0.11180339887498948
Fresh Cauliflower,"Fresh Pasta Sauce, Arrabbiata Sauce",0.11180339887498948
Organic Gold Beets,Cacao Nibs Raw Chocolate,0.7071067811865475
Organic Gold Beets,Vine Ripened Golden Berries,0.4999999999999999
Organic Gold Beets,Curate Melon Pomelo Sparking Water,0.21320071635561041
Organic Gold Beets,Organic Watercress,0.0
Organic Gold Beets,Organic Wheat Square Crackers,0.0
Organic Gold Beets,Organic Wheat-Free & Gluten-Free Original Crackers,0.0
Organic Gold Beets,Organic Whipped Naturally Buttery Spread,0.0
Organic Gold Beets,Organic Whipping Cream,0.0
Organic Gold Beets,Organic White Basmati Rice,0.0
Organic Gold Beets,Organic White Bread,0.0
Bag of Organic Bananas,Midnight Reverie Intense Dark Chocolate,0.10206207261596577
Bag of Organic Bananas,"Eggs, Organic, Pasture-Raised, Large",0.10206207261596577
Bag of Organic Bananas,Organic Pecans,0.10206207261596577
Bag of Organic Bananas,Strained Tomatoes,0.07216878364870323
Bag of Organic Bananas,Organic Tomato Juice No Sugar Added,0.07216878364870323
Bag of Organic Bananas,Organic Gluten Free Buckwheat Wildberry Waffles,0.07216878364870323
Bag of Organic Bananas,Organic Extra Virgin Oil Olive,0.058925565098878974
Bag of Organic Bananas,Sausage Buns,0.058925565098878974
Bag of Organic Bananas,Brioche Hot Dog Buns,0.051031036307982884
Bag of Organic Bananas,Butter Masala Mild Indian Simmer Sauce,0.051031036307982884
Bing Cherries,Drumstick Variety Pack Frozen Dairy Dessert Cones,0.22941573387056174
Bing Cherries,Organic Cranberry Lemonade Vitality Beverage,0.22941573387056174
Bing Cherries,"Hommus, Artichoke Spinach",0.22941573387056174
Bing Cherries,"Freshly Made. Filled with Creamy Ricotta, Aged Parmesan and Romano Cheeses Three Cheese Ravioletti",0.22941573387056174
Bing Cherries,Organic Chunky Strawberry Fruit Bars,0.16222142113076252
Bing Cherries,Donut Peach,0.16222142113076252
Bing Cherries,Organic Reduced Fat Unsweetened Shredded Coconut,0.16222142113076252
Bing Cherries,Mandarin Oranges in Light Syrup,0.16222142113076252
Bing Cherries,Organic Silken Tofu,0.16222142113076252
Bing Cherries,Gluten Free Honey Almond Granola,0.13245323570650439
Organic Broccolette,Organic Yellow Peaches,0.24253562503633297
Organic Broccolette,Large Yellow Flesh Nectarine,0.22360679774997896
Organic Broccolette,0 Calorie Fuji Apple Pear Water Beverage,0.0
Organic Broccolette,Organic Whipping Cream,0.0
Organic Broccolette,Organic Watercress,0.0
Organic Broccolette,Organic Wheat Square Crackers,0.0
Organic Broccolette,Organic Wheat-Free & Gluten-Free Original Crackers,0.0
Organic Broccolette,Organic Whipped Naturally Buttery Spread,0.0
Organic Broccolette,Organic White Basmati Rice,0.0
Organic Broccolette,Organic Vitality Snack Wild Raspberry,0.0
Cucumber Kirby,Strawberry Frozen Greek Yogurt Bars,0.20100756305184242
Cucumber Kirby,Apple Cinnamon & Pecan Fruit & Nut Bar,0.10050378152592121
Cucumber Kirby,Organic Chunky Vegetable Soup,0.10050378152592121
Cucumber Kirby,Rosemary Crispbread Crackers,0.10050378152592121
Cucumber Kirby,Spice Island Whole Bean Coffee,0.10050378152592121
Cucumber Kirby,Reduced Fat Mild Cheddar Shredded Cheese,0.10050378152592121
Cucumber Kirby,Tamari Gluten Free Soy Sauce,0.10050378152592121
Cucumber Kirby,Thin And Crispy Corn Tortilla Chips,0.10050378152592121
Cucumber Kirby,Popped Salted Caramel Granola Bars,0.10050378152592121
Cucumber Kirby,Calendula Baby Diaper Care,0.10050378152592121
Organic Blackberries,Drumstick Lil' Drums Vanilla Caramel Sauce & Vanilla Fudge Sauce,0.11043152607484653
Organic Blackberries,Whole Cloves,0.11043152607484653
Organic Blackberries,Coconut Cream,0.11043152607484653
Organic Blackberries,"Cheese, Provolone",0.11043152607484653
Organic Blackberries,Organic Coconut Almond in Chocolate Frozen Non-Dairy Desert,0.11043152607484653
Organic Blackberries,Backyard Variety Hard Strawberry Lemonade Hard Lemonade Hard Cranberry & Passion Fruit Lemonade Hard Tropical Mango Lemonade,0.11043152607484653
Organic Blackberries,Gluten Free Cinnamon Raisin Bread,0.11043152607484653
Organic Blackberries,Veggie Wash,0.11043152607484653
Organic Blackberries,Baked Triscuits with Whole Grain Wheat Mediterranean Style Olive Crackers,0.11043152607484653
Organic Blackberries,Organic Ground White Pepper,0.11043152607484653
White Nectarine,Organic Red Grape Tomato,0.2886751345948129
White Nectarine,Pluot,0.20412414523193154
White Nectarine,Lowfat Blueberry Yogurt,0.1666666666666667
White Nectarine,French Baguette,0.1666666666666667
White Nectarine,Berry Medley,0.10540925533894598
White Nectarine,Gluten Free Whole Grain Bread,0.09128709291752769
White Nectarine,100% Raw Coconut Water,0.06900655593423542
White Nectarine,Bartlett Pears,0.06375767130633384
White Nectarine,Organic Cucumber,0.04811252243246882
White Nectarine,Organic Half & Half,0.042796049251091296
Organic Tomato Cluster,Reduced Fat Swiss Cheese,0.11952286093343936
Organic Tomato Cluster,"Apples, Guavas & Beets Organic Baby Food",0.11952286093343936
Organic Tomato Cluster,Cold-Pressed Coconut Water & Greens High Pressure Processed Fruit & Vegetable Juice Blend,0.11952286093343936
Organic Tomato Cluster,Sea Salt,0.11952286093343936
Organic Tomato Cluster,Chicken & Dumplings Organic Soup,0.11952286093343936
Organic Tomato Cluster,Organic Quinoa Squares Sweet Potato & Apple & Cinnamon,0.11952286093343936
Organic Tomato Cluster,Organic Horseradish Mustard,0.11952286093343936
Organic Tomato Cluster,Organic Hemp Hearts,0.11952286093343936
Organic Tomato Cluster,Organic Brownie Mix,0.11952286093343936
Organic Tomato Cluster,"Maple Syrup, Organic",0.11952286093343936
Organic Cripps Pink Apples,Black Bean Tamale Verde,0.35355339059327373
Organic Cripps Pink Apples,All-Natural Orchard Cherry Fruit Strip,0.35355339059327373
Organic Cripps Pink Apples,Organic Red Grape Tomato,0.24999999999999994
Organic Cripps Pink Apples,Coconut Milk Vanilla Mini Sandwiches,0.2041241452319315
Organic Cripps Pink Apples,Manhattan Style Whole Kosher Pickles,0.17677669529663687
Organic Cripps Pink Apples,Organic Chard Green,0.17677669529663687
Organic Cripps Pink Apples,Roasted Salted Peanuts,0.15811388300841894
Organic Cripps Pink Apples,Organic Light Agave Nectar,0.15811388300841894
Organic Cripps Pink Apples,Organic Riced Cauliflower,0.13363062095621217
Organic Cripps Pink Apples,Cold Brew Coffee,0.1178511301977579
Organic Fuji Apple,Organic Firm Tofu,0.1091089451179962
Organic Fuji Apple,Petite Peas,0.1091089451179962
Organic Fuji Apple,Vitamin C Super Orange Dietary Supplement,0.1091089451179962
Organic Fuji Apple,Organic Broccoli And Carrots,0.1091089451179962
Organic Fuji Apple,Dark Chocolate Squares With 88% Cocoa,0.1091089451179962
Organic Fuji Apple,Organic Breakfast Blend Coffee,0.1091089451179962
Organic Fuji Apple,Wild Chanterelle Mushroom Ravioli,0.07715167498104596
Organic Fuji Apple,Organic Greek Fat Free Plain Yogurt,0.07715167498104596
Organic Fuji Apple,Tri-Colored Sliced Carrots,0.07715167498104596
Organic Fuji Apple,Roasted Garlic Caesar Dressing,0.07715167498104596
Pink Lady Apples,Peanut Milk Chocolate XXL Bag,0.24999999999999994
Pink Lady Apples,Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,0.24999999999999994
Pink Lady Apples,Sweet & Salty Nut Granola Bars Peanut,0.2041241452319315
Pink Lady Apples,Green Seedless Grapes,0.09128709291752767
Pink Lady Apples,0 Calorie Fuji Apple Pear Water Beverage,0.0
Pink Lady Apples,Organic Wheat-Free & Gluten-Free Original Crackers,0.0
Pink Lady Apples,Organic Volcano Rice Ready To Eat Bowl,0.0
Pink Lady Apples,Organic Watercress,0.0
Pink Lady Apples,Organic Wheat Square Crackers,0.0
Pink Lady Apples,Organic Whipping Cream,0.0
Hass Avocado,Indulgent Coconut Milk Body Wash,0.20412414523193154
Hass Avocado,"Cheese, Crumbles, Amish Blue",0.20412414523193154
Hass Avocado,Jet-Dry Original Rinse Aid,0.14433756729740646
Hass Avocado,Five Star Chocolate Bar Peanut,0.14433756729740646
Hass Avocado,Ezekiel 4:9 Sprouted Grain Tortillas,0.11785113019775795
Hass Avocado,Dressing & Sandwich Spread Made with Olive Oil,0.11785113019775795
Hass Avocado,Dairy Free Mozarella Style Shreds,0.09128709291752769
Hass Avocado,Organic Fat Free Cottage Cheese,0.09128709291752769
Hass Avocado,Ginger Snap Sprouted Cookies,0.08333333333333336
Hass Avocado,Rotini Pasta,0.07715167498104596
Organic Jalapeno Pepper,Organic Hummus,0.2041241452319315
Organic Jalapeno Pepper,Poblano Pepper,0.2041241452319315
Organic Jalapeno Pepper,Organic Homogenized Whole Milk,0.1666666666666667
Organic Jalapeno Pepper,Chocolate Milk,0.11785113019775795
Organic Jalapeno Pepper,Green Onions,0.10540925533894599
Organic Jalapeno Pepper,Mild Salsa,0.08006407690254358
Organic Jalapeno Pepper,Corn Tortillas,0.07216878364870323
Organic Jalapeno Pepper,Organic Lacinato (Dinosaur) Kale,0.05184758473652127
Organic Jalapeno Pepper,Organic Grade A Free Range Large Brown Eggs,0.044543540318737404
Organic Jalapeno Pepper,Orange Bell Pepper,0.040824829046386304
Michigan Organic Kale,Strawberry Vanilla Splendor Granola,0.14285714285714285
Michigan Organic Kale,Organic White Basmati Rice,0.14285714285714285
Michigan Organic Kale,Ready Rice  Pilaf,0.14285714285714285
Michigan Organic Kale,All Natural Pure Ground Sesame Seeds Tahini,0.14285714285714285
Michigan Organic Kale,Wakame And Brown Rice Ramen,0.14285714285714285
Michigan Organic Kale,Sea Salt Bean & Rice Chips,0.14285714285714285
Michigan Organic Kale,Organic Sweet Beets Juice,0.14285714285714285
Michigan Organic Kale,Original Cooking Spray,0.10101525445522105
Michigan Organic Kale,Mild Green Chile Enchilada Sauce,0.10101525445522105
Michigan Organic Kale,Organic Ramen Noodles,0.10101525445522105
Organic Granny Smith Apple,Raw Coconut Crystals,0.13245323570650439
Organic Granny Smith Apple,Coconut Cream,0.13245323570650439
Organic Granny Smith Apple,Organic Sharp Cheddar Cheese,0.13245323570650439
Organic Granny Smith Apple,Hemp Vanilla Unsweetened Non-Dairy Beverage,0.09365858115816939
Organic Granny Smith Apple,Apple Cinnamon Hot Oatmeal,0.09365858115816939
Organic Granny Smith Apple,Salsa Verde,0.09365858115816939
Organic Granny Smith Apple,Laundry Stain Remover Spray,0.09365858115816939
Organic Granny Smith Apple,Naturally Smoked Trout Fillet,0.09365858115816939
Organic Granny Smith Apple,Cinnamon Raisin English Muffins,0.09365858115816939
Organic Granny Smith Apple,Club Soda,0.08377078165833911
Green Bell Pepper,Honey + Ginger Beets,0.12909944487358055
Green Bell Pepper,Muscat Grapes,0.12909944487358055
Green Bell Pepper,Organic Red Lentil Penne,0.12909944487358055
Green Bell Pepper,Fresh Ground Turkey,0.12909944487358055
Green Bell Pepper,Plain Greek Nonfat Yogurt,0.09128709291752767
Green Bell Pepper,100% Pomegranate Juice,0.09128709291752767
Green Bell Pepper,Organic Eggplant,0.09128709291752767
Green Bell Pepper,Organic All Natural Blueberry Mini Waffles,0.07453559924999299
Green Bell Pepper,Bag of Organic Fuji Apples,0.07453559924999299
Green Bell Pepper,"Lasagna, Vegetable, with Daiya Cheeze",0.07453559924999299
Green Leaf Shreds,Light Mozarella String Cheese,0.408248290463863
Green Leaf Shreds,Grass Fed Ground Beef,0.2886751345948129
Green Leaf Shreds,Organic White Basmati Rice,0.0
Green Leaf Shreds,Organic Volcano Rice Ready To Eat Bowl,0.0
Green Leaf Shreds,Organic Watercress,0.0
Green Leaf Shreds,Organic Wheat Square Crackers,0.0
Green Leaf Shreds,Organic Wheat-Free & Gluten-Free Original Crackers,0.0
Green Leaf Shreds,Organic Whipped Naturally Buttery Spread,0.0
Green Leaf Shreds,Organic Whipping Cream,0.0
Green Leaf Shreds,0 Calorie Fuji Apple Pear Water Beverage,0.0
Organic Lemon,"Creamy Potato Leek Organic Soup,",0.211999576001272
Organic Lemon,Free & Clear Natural Dishwasher Detergent,0.211999576001272
Organic Lemon,Natural Chocolate Flavor Whey Protein Isolate,0.105999788000636
Organic Lemon,Roman Raspberry Sorbetto,0.105999788000636
Organic Lemon,Santa Fe Enchilada,0.105999788000636
Organic Lemon,Organic Apple Sauce + Fruit & Veggie Carroty Chop Mashups,0.105999788000636
Organic Lemon,Organic European Style Lightly Salted Butter,0.105999788000636
Organic Lemon,Pesto Vegenaise Gourmet Dipping Sauce & Spread,0.105999788000636
Organic Lemon,"Pizza, Rice Crust, Cheese",0.105999788000636
Organic Lemon,Organic Feta Cheese,0.105999788000636
Organic Bunch Beets,Spot's Stew Wild Salmon Recipe Cat Food,0.31622776601683794
Organic Bunch Beets,Natural Ginger Ale,0.31622776601683794
Organic Bunch Beets,Mini Babybel White Cheddar Cheese,0.31622776601683794
Organic Bunch Beets,Rao's Homemade Roasted Garlic Sauce,0.1825741858350554
Organic Bunch Beets,No Boil Lasagna,0.15811388300841897
Organic Bunch Beets,Thyme,0.11952286093343936
Organic Bunch Beets,Cream Cheese,0.11180339887498948
Organic Bunch Beets,Organic Long Grain White Rice,0.10540925533894598
Organic Bunch Beets,Spaghetti,0.08451542547285167
Organic Bunch Beets,Backyard Barbeque Potato Chips,0.08451542547285167
Organic Large Extra Fancy Fuji Apple,Medium Tomatillo Salsa,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Organic Toilet Bowl Cleaner,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Pineapple Strawberry Naturally Essenced Sparkling Water,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Olive Oil Cooking Spray,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Spinach Florentine Ravioli,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Organic Gluten Free Selections Dark Chocolate Chip Waffles - 6 CT,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,100% Whole Wheat Hamburger Buns,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Gluten Free Organic Peanut Butter & Chocolate Cereal,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Organic Italian Whole Peeled Tomatoes,0.11396057645963795
Organic Large Extra Fancy Fuji Apple,Organic Amber Agave Nectar,0.11396057645963795
Red Onion,Butternut Squash Noodles,0.15811388300841897
